,state,pc_name,candidate,sex,age,category,party,general_votes,postal_votes,total_votes,total_electors,margin,margin_difference
273,Andhra Pradesh,Hindupur,KURUVA GORANTLA MADHAV,MALE,50.0,GENERAL,YSRCP,699739,6863,706602,1578218,0,155934.0
3425,Maharashtra,Hingoli ,Hemant Patil,MALE,48.0,GENERAL,SHS,583392,2920,586312,1733729,0,
1659,Haryana,Hisar,BRIJENDRA SINGH,MALE,46.0,GENERAL,BJP,599951,3338,603289,1631817,0,
7242,West Bengal,Hooghly,LOCKET CHATTERJEE,FEMALE,45.0,GENERAL,BJP,670031,1417,671448,1766601,0,
4422,Punjab,Hoshiarpur,SOM PARKASH,MALE,70.0,SC,BJP,416711,4609,421320,1597500,0,
7195,West Bengal,Howrah,Prasun Banerjee,MALE,64.0,GENERAL,AITC,576499,212,576711,1633925,0,
8168,Telangana,Hyderabad,ASADUDDIN OWAISI,MALE,49.0,GENERAL,AIMIM,517239,232,517471,1957931,0,
3132,Madhya Pradesh,INDORE,SHANKAR LALWANI,MALE,57.0,GENERAL,BJP,1066824,1745,1068569,2350580,0,
2616,Kerala,Idukki,Adv. DEAN KURIAKOSE,MALE,37.0,GENERAL,INC,497697,796,498493,1204191,0,
4098,Manipur,Inner manipur,DR RAJKUMAR RANJAN SINGH,MALE,67.0,GENERAL,BJP,261802,1830,263632,937464,0,
2939,Madhya Pradesh,JABALPUR,RAKESH SINGH,MALE,56.0,GENERAL,BJP,825674,780,826454,1819893,0,
7419,Chhattisgarh,JANJGIR-CHAMPA,GUHARAM AJGALLEY,MALE,52.0,SC,BJP,570486,2304,572790,1897134,0,
4892,Rajasthan,JHALAWAR-BARAN,DUSHYANT SINGH,MALE,48.0,GENERAL,BJP,887017,383,887400,1903870,0,
7148,West Bengal,Jadavpur,MIMI CHAKRABORTY,FEMALE,30.0,GENERAL,AITC,687773,699,688472,1816857,0,
4278,Odisha,Jagatsinghpur ,RAJASHREE MALLICK,FEMALE,54.0,SC,BJD,618955,1030,619985,1643595,0,
1121,Bihar,Jahanabad,CHANDESHWAR PRASAD,MALE,68.0,GENERAL,JD(U),333191,2393,335584,1588454,0,
4696,Rajasthan,Jaipur,Ramcharan Bohra,MALE,61.0,GENERAL,BJP,918472,5593,924065,2127021,0,
4686,Rajasthan,Jaipur Rural,COL. RAJYAVARDHAN RATHORE,MALE,49.0,GENERAL,BJP,811626,8506,820132,1952542,0,
4210,Odisha,Jajpur ,SARMISTHA SETHI,FEMALE,45.0,SC,BJD,542476,1544,544020,1475007,0,
4402,Punjab,Jalandhar,Santokh Singh Chaudhary,MALE,72.0,SC,INC,385449,263,385712,1617018,0,
6407,Uttar Pradesh,Jalaun,BHANU PRATAP SINGH VERMA,MALE,60.0,SC,BJP,579723,2040,581763,1933358,0,
3222,Maharashtra,Jalgaon,Unmesh Bhaiyyasaheb Patil,MALE,40.0,GENERAL,BJP,709510,4364,713874,1931400,0,
3486,Maharashtra,Jalna,Danve Raosaheb Dadarao,MALE,65.0,GENERAL,BJP,694945,3074,698019,1867220,0,
4817,Rajasthan,Jalore,Devaji Patel,MALE,42.0,GENERAL,BJP,772383,450,772833,2071244,0,
6905,West Bengal,Jalpaiguri,Dr. JAYANTA KUMAR ROY,MALE,51.0,SC,BJP,757806,2339,760145,1735464,0,
1938,Jammu & Kashmir,Jammu,Jugal Kishore,MALE,56.0,GENERAL,BJP,840214,17852,858066,2047302,0,
1391,Gujarat,Jamnagar,POONAMBEN HEMATBHAI MAADAM,FEMALE,44.0,GENERAL,BJP,587501,4087,591588,1657166,0,
7718,Jharkhand,Jamshedpur,Bidyut Baran Mahato,MALE,56.0,GENERAL,BJP,678984,648,679632,1703279,0,
1174,Bihar,Jamui (SC),CHIRAG KUMAR PASWAN,MALE,37.0,SC,LJP,527860,1274,529134,1718814,0,
6993,West Bengal,Jangipur,KHALILUR RAHAMAN,MALE,58.0,GENERAL,AITC,562518,320,562838,1616213,0,
6758,Uttar Pradesh,Jaunpur,SHYAM SINGH YADAV,MALE,65.0,GENERAL,BSP,520046,1082,521128,1867976,0,
7117,West Bengal,Jaynagar,PRATIMA MONDAL,FEMALE,53.0,SC,AITC,760934,268,761202,1648355,0,
624,Bihar,Jhanjharpur,Ramprit Mandal,MALE,63.0,GENERAL,JD(U),601597,794,602391,1852417,0,
6411,Uttar Pradesh,Jhansi,Anurag Sharma,MALE,54.0,GENERAL,BJP,808371,901,809272,2040739,0,
7288,West Bengal,Jhargram,Kunar Hembram,MALE,56.0,ST,BJP,623373,3210,626583,1641868,0,
4659,Rajasthan,Jhunjhunu,NARENDRA KUMAR,MALE,58.0,GENERAL,BJP,722994,15169,738163,1937882,0,
4798,Rajasthan,Jodhpur,Gajendra Singh Shekhawat,MALE,51.0,GENERAL,BJP,781166,7722,788888,1956755,0,
488,Assam,Jorhat,TOPON KUMAR GOGOI,MALE,50.0,GENERAL,BJP,540942,2346,543288,1365035,0,0.0
1419,Gujarat,Junagadh,CHUDASAMA RAJESHBHAI NARANBHAI,MALE,36.0,GENERAL,BJP,543429,4315,547744,1642864,0,
7561,Chhattisgarh,KANKER,MOHAN MANDAVI,MALE,61.0,ST,BJP,543376,2857,546233,1558952,0,
4740,Rajasthan,KARAULI-DHOLPUR,MANOJ RAJORIA,MALE,49.0,SC,BJP,523801,2642,526443,1810574,0,
2835,Madhya Pradesh,KHAJURAHO,V.D. SHARMA (VISHNU DATT SHARMA),MALE,49.0,GENERAL,BJP,810410,725,811135,1842095,0,
3161,Madhya Pradesh,KHANDWA,NANDKUMAR SINGH CHOUHAN (NANDU BHAIYA),MALE,66.0,GENERAL,BJP,837969,940,838909,1909055,0,
3152,Madhya Pradesh,KHARGONE,GAJENDRA UMRAO SINGH PATEL,MALE,43.0,ST,BJP,772221,1329,773550,1834385,0,
7436,Chhattisgarh,KORBA,JYOTSNA CHARANDAS MAHANT,FEMALE,65.0,GENERAL,INC,522671,639,523310,1508840,0,
1197,Gujarat,Kachchh,CHAVDA VINOD LAKHAMSHI,MALE,40.0,SC,BJP,631753,5281,637034,1744321,0,
282,Andhra Pradesh,Kadapa,Y.S.Avinash Reddy,MALE,34.0,GENERAL,YSRCP,777967,5532,783499,1570330,0,366567.0
5839,Uttar Pradesh,Kairana,Pradeep Kumar,MALE,48.0,GENERAL,BJP,564380,2581,566961,1666703,0,
6553,Uttar Pradesh,Kaiserganj,Brijbhusan Sharan Singh,MALE,62.0,GENERAL,BJP,580226,1132,581358,1805946,0,
65,Andhra Pradesh,Kakinada,VANGA GEETHAVISWANATH,FEMALE,55.0,GENERAL,YSRCP,534655,2975,537630,1563930,0,0.0
4238,Odisha,Kalahandi,BASANTA KUMAR PANDA,MALE,58.0,GENERAL,BJP,429710,3364,433074,1611056,0,
479,Assam,Kaliabor,Gaurav Gogoi,MALE,36.0,GENERAL,INC,785014,1078,786092,1734938,0,561025.0
5199,Tamil Nadu,Kallakurichi,Gautham Sigamani Pon,MALE,44.0,GENERAL,DMK,716961,4752,721713,1528938,0,
3589,Maharashtra,Kalyan,Dr. SHRIKANT EKNATH SHINDE,MALE,32.0,GENERAL,SHS,558023,1700,559723,1965676,0,
5050,Tamil Nadu,Kancheepuram ,Selvam.G,MALE,44.0,SC,DMK,680087,3917,684004,1643992,0,
4249,Odisha,Kandhamal,ACHYUTANANDA SAMANTA,MALE,55.0,GENERAL,BJD,461154,525,461679,1288666,0,
1827,Himachal Pradesh,Kangra,Kishan Kapoor,MALE,67.0,ST,BJP,712133,13085,725218,1427338,0,
6365,Uttar Pradesh,Kannauj,SUBRAT PATHAK,MALE,39.0,GENERAL,BJP,561286,1801,563087,1874824,0,
5787,Tamil Nadu,Kanniyakumari,Vasanthakumar. H,MALE,68.0,GENERAL,INC,624627,2608,627235,1501250,0,
2479,Kerala,Kannur,K. SUDHAKARAN,MALE,70.0,GENERAL,INC,527685,2056,529741,1266550,0,
6377,Uttar Pradesh,Kanpur,Satyadev Pachauri,MALE,71.0,GENERAL,BJP,466442,2495,468937,1632983,0,
7271,West Bengal,Kanthi,Adhikari Sisir,MALE,77.0,GENERAL,AITC,711233,639,711872,1660147,0,
1094,Bihar,Karakat,MAHABALI SINGH,MALE,64.0,GENERAL,JD(U),396282,2126,398408,1771254,0,
358,Assam,Karimganj ,KRIPANATH MALLAH,MALE,46.0,SC,BJP,471946,1100,473046,1340173,0,152139.0
7901,Telangana,Karimnagar ,BANDI SANJAY KUMAR,MALE,47.0,GENERAL,BJP,497462,814,498276,1651543,0,
1689,Haryana,Karnal,Sanjay Bhatia,MALE,51.0,GENERAL,BJP,909432,2162,911594,1904193,0,
5376,Tamil Nadu,Karur,Jothimani S,FEMALE,43.0,GENERAL,INC,691518,4179,695697,1387286,0,
2469,Kerala,Kasaragod,Rajmohan Unnithan,MALE,65.0,GENERAL,INC,473983,978,474961,1363937,0,
690,Bihar,Katihar,DULAL CHANDRA GOSWAMI,MALE,51.0,GENERAL,JD(U),558984,439,559423,1653353,0,
6460,Uttar Pradesh,Kaushambi,VINOD KUMAR SONKAR,MALE,49.0,SC,BJP,381517,1492,383009,1787120,0,
4267,Odisha,Kendrapara ,Anubhav Mohanty,MALE,37.0,GENERAL,BJD,629349,830,630179,1710916,0,
4169,Odisha,Keonjhar ,Chandrani Murmu,FEMALE,25.0,ST,BJD,525886,473,526359,1516688,0,
4382,Punjab,Khadoor Sahib,JASBIR SINGH GILL (DIMPA),MALE,48.0,GENERAL,INC,457990,1720,459710,1638842,0,
898,Bihar,Khagaria,Choudhary Mehboob Ali Kaiser,MALE,52.0,GENERAL,LJP,509138,1055,510193,1676454,0,
8307,Telangana,Khammam ,NAMA NAGESWR RAO,MALE,62.0,GENERAL,TRS,566621,838,567459,1513809,0,
1467,Gujarat,Kheda,Chauhan Devusinh,MALE,54.0,GENERAL,BJP,711757,2815,714572,1804028,0,
6168,Uttar Pradesh,Kheri,Ajay Kumar,MALE,60.0,GENERAL,BJP,609285,304,609589,1770699,0,
7749,Jharkhand,Khunti,ARJUN MUNDA,MALE,50.0,ST,BJP,381566,1072,382638,1202664,0,
676,Bihar,Kishanganj,Dr. Mohammad Jawed,MALE,54.0,GENERAL,INC,366820,197,367017,1659651,0,
7642,Jharkhand,Kodarma,ANNPURNA DEVI,FEMALE,50.0,GENERAL,BJP,751996,1020,753016,1814125,0,
415,Assam,Kokrajhar,Naba Kumar Sarania,MALE,50.0,ST,IND,482556,2004,484560,1776358,0,0.0
2454,Karnataka,Kolar,S. MUNISWAMY,MALE,44.0,SC,BJP,707930,1235,709165,1629961,0,
4064,Maharashtra,Kolhapur,Sanjay Sadashivrao Mandlik,MALE,54.0,GENERAL,SHS,745675,3410,749085,1880496,0,
7160,West Bengal,Kolkata Dakshin,Mala Roy,FEMALE,61.0,GENERAL,AITC,572188,931,573119,1728851,0,
7173,West Bengal,Kolkata Uttar,BANDYOPADHYAY SUDIP,MALE,70.0,GENERAL,AITC,474490,401,474891,1444082,0,
2666,Kerala,Kollam,N.K.Premachandran,MALE,58.0,GENERAL,RSP,497264,2413,499677,1296720,0,
2103,Karnataka,Koppal,KARADI SANGANNA AMARAPPA,MALE,64.0,GENERAL,BJP,584997,1786,586783,1736693,0,
4330,Odisha,Koraput ,SAPTAGIRI SANKAR ULAKA,MALE,40.0,ST,INC,370434,695,371129,1434384,0,
4876,Rajasthan,Kota,OM BIRLA,MALE,56.0,GENERAL,BJP,796071,3980,800051,1948010,0,
2626,Kerala,Kottayam,Thomas Chazhikadan,MALE,66.0,GENERAL,KEC(M),420294,752,421046,1206698,0,
2528,Kerala,Kozhikode,M.K.RAGHAVAN,MALE,66.0,GENERAL,INC,491835,1609,493444,1318024,0,
5111,Tamil Nadu,Krishnagiri,Dr.A.CHELLAKUMAR,MALE,58.0,GENERAL,INC,609396,1902,611298,1530404,0,
7032,West Bengal,Krishnanagar,MAHUA MOITRA,FEMALE,44.0,GENERAL,AITC,613652,1220,614872,1631698,0,
244,Andhra Pradesh,Kurnool,AYUSHMAN DOCTOR SANJEEV KUMAR,MALE,52.0,GENERAL,YSRCP,603098,2364,605462,1573009,0,742444.0
1614,Haryana,Kurukshetra,NAYAB SINGH,MALE,49.0,GENERAL,BJP,686588,2041,688629,1657335,0,
6651,Uttar Pradesh,Kushi Nagar,VIJAY KUMAR DUBEY,MALE,50.0,GENERAL,BJP,595508,1531,597039,1761564,0,
1918,Jammu & Kashmir,Ladakh,Jamyang Tsering Namgyal,MALE,33.0,ST,BJP,41315,1599,42914,179232,0,
509,Assam,Lakhimpur,PRADAN BARUAH,MALE,53.0,ST,BJP,774017,2389,776406,1708013,0,93368.0
8573,Lakshadweep,Lakshadweep,MOHAMMED FAIZAL PP,MALE,43.0,ST,NCP,22796,55,22851,55189,0,
6684,Uttar Pradesh,Lalganj,Sangeeta Azad,FEMALE,44.0,SC,BSP,517545,1275,518820,1751980,0,
3971,Maharashtra,Latur ,Sudhakar Tukaram Shrangare,MALE,57.0,SC,BJP,657590,3905,661495,1886657,0,
7764,Jharkhand,Lohardaga,SUDARSHAN BHAGAT,MALE,52.0,ST,BJP,369527,2068,371595,1234286,0,
6257,Uttar Pradesh,Lucknow,Rajnath Singh,MALE,67.0,GENERAL,BJP,627881,5145,633026,2040367,0,
4461,Punjab,Ludhiana,RAVNEET SINGH BITTU,MALE,43.0,GENERAL,INC,383284,511,383795,1683325,0,
7538,Chhattisgarh,MAHASAMUND,CHUNNI LAL SAHU,MALE,51.0,GENERAL,BJP,614924,1656,616580,1637951,0,
2963,Madhya Pradesh,MANDLA,FAGGAN SINGH KULASTE,MALE,59.0,ST,BJP,735365,1901,737266,1951267,0,
3100,Madhya Pradesh,MANDSOUR,Sudheer Gupta,MALE,59.0,GENERAL,BJP,845944,1842,847786,1760875,0,
4128,Mizoram,MIZORAM,C LALROSANGA,MALE,62.0,ST,MNF,223509,777,224286,792464,0,
2715,Madhya Pradesh,MORENA,NARENDRA SINGH TOMAR,MALE,61.0,GENERAL,BJP,537856,3833,541689,1837723,0,
6778,Uttar Pradesh,Machhlishahr,Bholanath (B.P. Saroj),MALE,58.0,SC,BJP,487093,1304,488397,1848306,0,
131,Andhra Pradesh,Machilipatnam ,BALASHOWRY VALLABHANENI,MALE,50.0,GENERAL,YSRCP,567592,5258,572850,1473347,0,0.0
3995,Maharashtra,Madha,Ranjeetsinha Hindurao Naik- Nimbalkar,MALE,42.0,GENERAL,BJP,583191,3123,586314,1909574,0,
716,Bihar,Madhepura,Dinesh Chandra Yadav,MALE,67.0,GENERAL,JD(U),623460,874,624334,1884883,0,
604,Bihar,Madhubani,ASHOK KUMAR YADAV,MALE,49.0,GENERAL,BJP,594811,1032,595843,1792798,0,
5584,Tamil Nadu,Madurai,VENKATESAN S,MALE,49.0,GENERAL,CPIM,444152,2923,447075,1539026,0,
8292,Telangana,Mahabubabad  ,Kavitha Malothu,FEMALE,39.0,ST,TRS,461824,285,462109,1424385,0,
820,Bihar,Maharajganj,"Janardan Singh 'Sigriwal""",MALE,55.0,GENERAL,BJP,543523,2829,546352,1807768,0,
8210,Telangana,Mahbubnagar,MANNE SRINIVAS REDDY,MALE,60.0,GENERAL,TRS,411241,161,411402,1506102,0,
1238,Gujarat,Mahesana,SHARDABEN ANILBHAI PATEL,FEMALE,71.0,GENERAL,BJP,656686,2839,659525,1648869,0,
6070,Uttar Pradesh,Mainpuri,MULAYAM SINGH YADAV,MALE,79.0,GENERAL,SP,523145,1781,524926,1723236,0,
2541,Kerala,Malappuram,P.K. Kunhalikutty,MALE,67.0,GENERAL,IUML,589153,720,589873,1370544,0,
6981,West Bengal,Maldaha Dakshin,ABU HASEM KHAN CHOWDHURY (DALU),MALE,72.0,GENERAL,INC,443540,730,444270,1575590,0,
6965,West Bengal,Maldaha Uttar,KHAGEN MURMU,MALE,59.0,ST,BJP,507798,1726,509524,1685955,0,
8126,Telangana,Malkajgiri,ANUMULA REVANTH REDDY,MALE,51.0,GENERAL,INC,602907,841,603748,3150313,0,
1841,Himachal Pradesh,Mandi,RAM SWAROOP SHARMA,MALE,60.0,GENERAL,BJP,638441,8748,647189,1281462,0,
2301,Karnataka,Mandya,SUMALATHA AMBAREESH,FEMALE,55.0,GENERAL,IND,702167,1493,703660,1712004,0,
451,Assam,Mangaldoi,DILIP SAIKIA,MALE,45.0,GENERAL,BJP,732740,2729,735469,1800237,0,0.0
6024,Uttar Pradesh,Mathura,HEMA MALINI,FEMALE,70.0,GENERAL,BJP,667342,3951,671293,1807893,0,
7125,West Bengal,Mathurapur,CHOUDHURY MOHAN JATUA,MALE,80.0,SC,AITC,726463,365,726828,1652096,0,
3781,Maharashtra,Maval,SHRIRANG APPA CHANDU BARNE,MALE,55.0,GENERAL,SHS,718950,1713,720663,2298080,0,
2646,Kerala,Mavelikkara ,KODIKUNNIL SURESH,MALE,56.0,SC,INC,437997,2418,440415,1308102,0,
5499,Tamil Nadu,Mayiladuthurai,RAMALINGAM. S,MALE,74.0,GENERAL,DMK,595845,3447,599292,1484842,0,
4178,Odisha,Mayurbhanj ,BISHWESWAR TUDU,MALE,54.0,ST,BJP,480253,3559,483812,1493205,0,
8116,Telangana,Medak,Kotha Prabhakar Reddy,MALE,53.0,GENERAL,TRS,595830,218,596048,1603318,0,
7297,West Bengal,Medinipur,Dilip Ghosh,MALE,54.0,GENERAL,BJP,683285,2148,685433,1674236,0,
5936,Uttar Pradesh,Meerut,RAJENDRA AGARWAL,MALE,68.0,GENERAL,BJP,582976,3208,586184,1892931,0,
6865,Uttar Pradesh,Mirzapur,Anupriya Singh Patel,FEMALE,37.0,GENERAL,ADAL,590867,697,591564,1845150,0,
6218,Uttar Pradesh,Misrikh,Ashok Kumar Rawat,MALE,52.0,SC,BJP,533562,867,534429,1796932,0,
6242,Uttar Pradesh,Mohanlalganj,Kaushal Kishore,MALE,59.0,SC,BJP,627223,2776,629999,2023431,0,
5887,Uttar Pradesh,Moradabad,Dr. S.T. HASAN,MALE,60.0,GENERAL,SP,648817,599,649416,1958939,0,
3748,Maharashtra,Mumbai   South,Arvind Ganpat Sawant,MALE,67.0,GENERAL,SHS,420530,1407,421937,1554176,0,
3641,Maharashtra,Mumbai North,Gopal Shetty,MALE,65.0,GENERAL,BJP,705555,1123,706678,1647350,0,
3682,Maharashtra,Mumbai North East,Manoj Kotak,MALE,46.0,GENERAL,BJP,513579,1020,514599,1588693,0,
3659,Maharashtra,Mumbai North West,Gajanan Kirtikar,MALE,75.0,GENERAL,SHS,569018,1045,570063,1732263,0,
3711,Maharashtra,Mumbai North central,POONAM MAHAJAN,FEMALE,38.0,GENERAL,BJP,485815,857,486672,1679891,0,
3732,Maharashtra,Mumbai South central,Rahul Ramesh Shewale,MALE,47.0,SC,SHS,423743,1170,424913,1440380,0,
952,Bihar,Munger,RAJIV RANJAN SINGH ALIAS LALAN SINGH,MALE,65.0,GENERAL,JD(U),525519,3243,528762,1888025,0,
7016,West Bengal,Murshidabad,ABU TAHER KHAN,MALE,57.0,GENERAL,AITC,604024,322,604346,1725187,0,
5853,Uttar Pradesh,Muzaffarnagar,Sanjeev Kumar Balyan,MALE,46.0,GENERAL,BJP,569535,4245,573780,1698003,0,
739,Bihar,Muzaffarpur,Ajay Nishad,MALE,50.0,GENERAL,BJP,664074,2804,666878,1730553,0,
2306,Karnataka,Mysore,PRATHAP SIMHA,MALE,42.0,GENERAL,BJP,685105,3869,688974,1896333,0,
8481,NCT OF Delhi,NEW DELHI                     ,MEENAKASHI LEKHI,FEMALE,51.0,GENERAL,BJP,503157,1049,504206,1617470,0,
8428,NCT OF Delhi,NORTH EAST DELHI              ,MANOJ TIWARI,MALE,47.0,GENERAL,BJP,785262,2537,787799,2290492,0,
8509,NCT OF Delhi,NORTH WEST DELHI              ,HANS RAJ HANS,MALE,57.0,SC,BJP,847737,926,848663,2378995,0,
4247,Odisha,Nabarangpur ,RAMESH CHANDRA MAJHI,MALE,40.0,ST,BJD,392481,23,392504,1461004,0,
4137,Nagaland,Nagaland,Tokheho Yepthomi,MALE,62.0,ST,NDPP,499683,827,500510,1213777,0,
5528,Tamil Nadu,Nagapattinam ,SELVARAJ M,MALE,63.0,SC,CPI,519596,3296,522892,1303649,0,
8221,Telangana,Nagarkurnool,POTHUGANTI RAMULU,MALE,66.0,SC,TRS,499428,244,499672,1588111,0,
4776,Rajasthan,Nagaur,HANUMAN BENIWAL,MALE,47.0,GENERAL,RLTP,655496,4555,660051,1933169,0,
5878,Uttar Pradesh,Nagina,GIRISH CHANDRA,MALE,55.0,SC,BSP,567195,1183,568378,1586117,0,
3333,Maharashtra,Nagpur ,NITIN JAIRAM GADKARI,MALE,62.0,GENERAL,BJP,657624,2597,660221,2161096,0,
7846,Uttarakhand,Nainital-udhamsingh Nagar,Ajay Bhatt,MALE,57.0,GENERAL,BJP,765173,7022,772195,1828433,0,
970,Bihar,Nalanda,Kaushlendra Kumar,MALE,60.0,GENERAL,JD(U),539183,1705,540888,2114809,0,
8233,Telangana,Nalgonda,UTTAM KUMAR REDDY NALAMADA,MALE,55.0,GENERAL,INC,525508,520,526028,1585980,0,
5248,Tamil Nadu,Namakkal,CHINRAJ A.K.P,MALE,54.0,GENERAL,DMK,623370,2923,626293,1413599,0,
3453,Maharashtra,Nanded,Prataprao Patil Chikhalikar,MALE,57.0,GENERAL,BJP,482148,4658,486806,1719322,0,
3183,Maharashtra,Nandurbar ,Dr. Heena Vijaykumar Gavit,FEMALE,31.0,ST,BJP,637226,1910,639136,1871099,0,
221,Andhra Pradesh,Nandyal,POCHA . BRAHMANANDA REDDY,MALE,60.0,GENERAL,YSRCP,715024,5864,720888,1603220,0,495587.0
102,Andhra Pradesh,Narasapuram,KANUMURU RAGHU RAMA KRISHNA RAJU,MALE,57.0,GENERAL,YSRCP,444376,4858,449234,1439691,0,23839.0
180,Andhra Pradesh,Narasaraopet,LAVU SRI KRISHNA DEVARAYALU,MALE,35.0,GENERAL,YSRCP,740509,5048,745557,1670391,0,198850.0
3540,Maharashtra,Nashik,Godse Hemant Tukaram,MALE,48.0,GENERAL,SHS,562034,1565,563599,1885064,0,
1559,Gujarat,Navsari,C. R. Patil,MALE,64.0,GENERAL,BJP,969430,3309,972739,1971658,0,
1159,Bihar,Nawada,Chandan Singh,MALE,36.0,GENERAL,LJP,491956,3728,495684,1899747,0,
298,Andhra Pradesh,Nellore,Adala Prabhakara Reddy,MALE,70.0,GENERAL,YSRCP,677014,6816,683830,1672845,0,148856.0
5312,Tamil Nadu,Nilgiris ,"RAJA, A.",MALE,55.0,SC,DMK,545463,2369,547832,1366060,0,
7916,Telangana,Nizamabad,ARVIND DHARMAPURI,MALE,43.0,GENERAL,BJP,479748,836,480584,1553385,0,
1184,Goa,North Goa,SHRIPAD YESSO NAIK,MALE,66.0,GENERAL,BJP,244034,810,244844,556761,0,
471,Assam,Nowgong,Pradyut Bordoloi,MALE,59.0,GENERAL,INC,738881,843,739724,1794648,0,383729.0
206,Andhra Pradesh,Ongole ,MAGUNTA SREENIVASULU REDDY,MALE,65.0,GENERAL,YSRCP,729344,9858,739202,1556469,0,0.0
3954,Maharashtra,Osmanabad,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,MALE,35.0,GENERAL,SHS,591605,5035,596640,1889740,0,
4111,Manipur,Outer manipur,Lorho S. Pfoze,MALE,59.0,ST,NPF,362707,820,363527,1022099,0,
2564,Kerala,Palakkad,V K SREEKANDAN,MALE,49.0,GENERAL,INC,398714,560,399274,1323010,0,
7778,Jharkhand,Palamau,VISHNU DAYAL RAM,MALE,68.0,SC,BJP,753240,2419,755659,1881441,0,
3558,Maharashtra,Palghar ,Rajendra Dhedya Gavit,MALE,51.0,ST,SHS,579989,490,580479,1885600,0,
4789,Rajasthan,Pali,P. P. CHAUDHARY,MALE,65.0,GENERAL,BJP,890817,9332,900149,2161663,0,
1476,Gujarat,Panchmahal,Ratansinh Magansinh Rathod,MALE,59.0,GENERAL,BJP,727301,4835,732136,1744762,0,
3467,Maharashtra,Parbhani,JADHAV SANJAY (BANDU) HARIBHAU,MALE,52.0,GENERAL,SHS,538214,727,538941,1985228,0,
533,Bihar,Paschim Champaran,DR. SANJAY JAISWAL,MALE,54.0,GENERAL,BJP,600735,2971,603706,1633824,0,0.0
1027,Bihar,Pataliputra,RAM KRIPAL YADAV,MALE,58.0,GENERAL,BJP,506557,3000,509557,1925479,0,
1225,Gujarat,Patan,DABHI BHARATSINHJI SHANKARJI,MALE,64.0,GENERAL,BJP,629813,3555,633368,1807043,0,
2657,Kerala,Pathanamthitta,ANTO ANTONY,MALE,62.0,GENERAL,INC,380089,838,380927,1382741,0,
4602,Punjab,Patiala,Preneet Kaur,FEMALE,74.0,GENERAL,INC,531178,849,532027,1739600,0,
1006,Bihar,Patna Sahib,RAVI SHANKAR PRASAD,MALE,64.0,GENERAL,BJP,604956,2550,607506,2146008,0,
7885,Telangana,Peddapalle ,Venkatesh Netha Borlakunta,MALE,42.0,SC,TRS,441007,314,441321,1479091,0,
5443,Tamil Nadu,Perambalur,"Dr.PAARIVENDHAR, T. R",MALE,77.0,GENERAL,DMK,677005,6692,683697,1391853,0,
6471,Uttar Pradesh,Phulpur,Keshari Devi Patel,FEMALE,62.0,GENERAL,BJP,542398,2303,544701,2010477,0,
6139,Uttar Pradesh,Pilibhit,Feroze Varun Gandhi,MALE,39.0,GENERAL,BJP,702755,1794,704549,1761207,0,
5338,Tamil Nadu,Pollachi,SHANMUGA SUNDARAM. K,MALE,49.0,GENERAL,DMK,550905,3325,554230,1520504,0,
2549,Kerala,Ponnani,E. T. Mohammed Basheer,MALE,72.0,GENERAL,IUML,521438,386,521824,1356803,0,
1372,Gujarat,Porbandar,RAMESHBHAI LAVJIBHAI DHADUK,MALE,57.0,GENERAL,BJP,560011,3870,563881,1662368,0,
6333,Uttar Pradesh,Pratapgarh,SANGAM LAL GUPTA,MALE,48.0,GENERAL,BJP,434222,2069,436291,1708759,0,
8580,Puducherry,Puducherry,Ve. VAITHILINGAM,MALE,68.0,GENERAL,INC,444646,335,444981,973410,0,
3802,Maharashtra,Pune,Girish Bhalchandra Bapat,MALE,68.0,GENERAL,BJP,631875,960,632835,2075824,0,
4286,Odisha,Puri,PINAKI MISRA,MALE,59.0,GENERAL,BJD,537782,539,538321,1562331,0,
701,Bihar,Purnia,SANTOSH KUMAR,MALE,43.0,GENERAL,JD(U),632435,489,632924,1765312,0,
7308,West Bengal,Purulia,JYOTIRMAY SINGH MAHATO,MALE,34.0,GENERAL,BJP,666016,2091,668107,1645884,0,
543,Bihar,Purvi Champaran,RADHA MOHAN SINGH,MALE,69.0,GENERAL,BJP,574081,3706,577787,1658672,0,
7405,Chhattisgarh,RAIGARH,GOMATI SAI,FEMALE,43.0,ST,BJP,656939,1396,658335,1733805,0,
7514,Chhattisgarh,RAIPUR,Sunil Kumar Soni,MALE,57.0,GENERAL,BJP,836211,1691,837902,2111738,0,
3070,Madhya Pradesh,RAJGARH,RODMAL NAGAR,MALE,58.0,GENERAL,BJP,822225,1599,823824,1694329,0,
7477,Chhattisgarh,RAJNANDGAON,SANTOSH PANDEY,MALE,51.0,GENERAL,BJP,660956,1431,662387,1716459,0,
3113,Madhya Pradesh,RATLAM,GUMAN SINGH DAMOR,MALE,62.0,ST,BJP,694243,1860,696103,1851112,0,
2875,Madhya Pradesh,REWA,JANARDAN MISHRA,MALE,62.0,GENERAL,BJP,580769,3000,583769,1679534,0,
6272,Uttar Pradesh,Rae Bareli,SONIA GANDHI,FEMALE,72.0,GENERAL,INC,533687,1231,534918,1702248,0,
2073,Karnataka,Raichur,RAJA AMARESHWARA NAIK,MALE,62.0,ST,BJP,596804,1533,598337,1928204,0,
